,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1079,1080,3.044522437723423,RL,4.189654742026425,9.079776001955066,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,6.206575926724928,Unf,0.0,6.206575926724928,6.898714534329988,GasA,Gd,Y,SBrkr,6.898714534329988,0.0,0.0,6.898714534329988,0,0.0,1,0,3,0.6931471805599453,TA,5,Typ,0,None,Attchd,1996.0,Unf,1,299,TA,TA,Y,0.0,4.174387269895637,0.0,0.0,0.0,None,None,0.0,4,2007,WD,Normal,11.744045122410057
1080,1081,3.044522437723423,RL,4.394449154672439,9.309370895439137,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1971,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.976733742420574,Gd,Gd,CBlock,TA,TA,No,ALQ,6.48768401848461,Unf,0.0,6.401917196727186,7.138073034044347,GasA,Ex,Y,SBrkr,7.138073034044347,0.0,0.0,7.138073034044347,0,0.6931471805599453,2,0,3,0.6931471805599453,Gd,5,Typ,0,None,Attchd,1971.0,RFn,2,528,TA,TA,Y,4.02535169073515,0.0,0.0,5.37989735354046,0.0,None,None,0.0,10,2008,COD,Abnorml,11.884495917930655
1081,1082,3.044522437723423,RL,4.330733340286331,8.922791623969637,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,6.715383386334681,Unf,0.0,5.37989735354046,6.947937068614969,GasA,Fa,Y,SBrkr,6.947937068614969,0.0,0.0,6.947937068614969,1,0.0,1,1,3,0.6931471805599453,TA,5,Typ,0,None,Attchd,1963.0,Fin,1,308,TA,TA,Y,0.0,0.0,5.3981627015177525,0.0,0.0,MnPrv,None,0.0,6,2010,WD,Normal,11.798111925972618
1082,1083,3.044522437723423,RL,4.2626798770413155,9.07680897935166,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.61512051684126,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.286191714702382,7.286191714702382,GasA,Ex,Y,SBrkr,7.286191714702382,0.0,0.0,7.286191714702382,0,0.0,2,0,3,0.6931471805599453,Gd,6,Typ,1,Gd,Attchd,2002.0,RFn,2,527,TA,TA,Y,5.262690188904886,3.6888794541139363,0.0,0.0,0.0,None,None,0.0,9,2007,WD,Normal,12.165255859329688
1083,1084,3.044522437723423,RL,4.394449154672439,9.082620630373812,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,6.054439346269371,TA,TA,CBlock,TA,TA,No,BLQ,6.317164686747284,Unf,0.0,6.54965074223381,7.132497551660044,GasA,TA,Y,SBrkr,7.132497551660044,0.0,0.0,7.132497551660044,1,0.0,1,0,3,0.6931471805599453,TA,6,Typ,2,Gd,Attchd,1964.0,RFn,1,461,TA,TA,Y,0.0,4.762173934797756,0.0,0.0,0.0,MnPrv,Shed,6.55250788703459,3,2006,WD,Normal,11.982935344196433
1084,1085,4.110873864173311,RL,4.2633832685897595,9.475163150281881,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,6.385194398997726,Unf,0.0,4.605170185988092,6.539585955617669,GasA,Gd,Y,SBrkr,6.539585955617669,6.694562058521095,0.0,7.312553498102598,0,0.0,2,1,3,0.6931471805599453,TA,6,Typ,1,TA,Attchd,1995.0,Fin,2,409,TA,TA,Y,5.755742213586912,3.8066624897703196,0.0,0.0,0.0,None,None,0.0,7,2006,WD,Normal,12.141539457711714
1085,1086,4.454347296253507,RL,4.30406509320417,9.112727543109182,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,6.617402977974478,Unf,0.0,5.247024072160486,6.842683282238422,GasA,Ex,Y,SBrkr,6.904750769961838,0.0,0.0,6.904750769961838,1,0.0,1,0,2,0.6931471805599453,Gd,5,Typ,0,None,Attchd,1992.0,Unf,2,564,TA,TA,Y,4.795790545596741,0.0,0.0,0.0,0.0,None,None,0.0,4,2010,WD,Normal,11.898194668458823
1086,1087,5.081404364984463,RM,4.2633832685897595,7.5883236773352225,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,5.814130531825066,Unf,0.0,5.3612921657094255,6.304448802421981,GasA,TA,Y,SBrkr,6.304448802421981,6.304448802421981,0.0,6.996681488176539,0,0.0,1,1,3,0.6931471805599453,TA,6,Typ,0,None,Attchd,1973.0,RFn,1,286,TA,TA,Y,4.795790545596741,4.574710978503383,0.0,0.0,0.0,None,None,0.0,5,2010,WD,Normal,11.332613886815139
1087,1088,4.110873864173311,FV,4.454347296253507,9.266248003914479,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,6.9874902470009905,6.9874902470009905,GasA,Ex,Y,SBrkr,6.9874902470009905,6.77078942390898,0.0,7.577633832602728,0,0.0,2,1,3,0.6931471805599453,Gd,9,Typ,1,Gd,Attchd,2005.0,RFn,3,1043,TA,TA,Y,5.081404364984463,3.9318256327243257,0.0,0.0,0.0,None,None,0.0,5,2009,WD,Normal,12.437188334739655
1088,1089,5.081404364984463,RM,3.2188758248682006,7.833203948641057,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,3.9318256327243257,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.878326468291325,6.878326468291325,GasA,Ex,Y,SBrkr,6.878326468291325,6.606650186198215,0.0,7.444248649496705,0,0.0,2,0,3,0.6931471805599453,Gd,7,Maj1,0,None,Detchd,2004.0,Unf,2,380,TA,TA,Y,0.0,3.713572066704308,0.0,0.0,0.0,None,None,0.0,4,2006,WD,Normal,11.83138646878959
1089,1090,4.795790545596741,FV,3.6375861597263857,8.106816038947052,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,6.946975992135418,Unf,0.0,5.342334251964811,7.129297548929373,GasA,Ex,Y,SBrkr,7.129297548929373,0.0,0.0,7.129297548929373,1,0.0,1,1,1,0.6931471805599453,Gd,4,Typ,1,Gd,Attchd,2005.0,Fin,2,550,TA,TA,Y,0.0,4.442651256490317,0.0,0.0,0.0,None,None,0.0,4,2006,WD,Normal,12.190964083849375
1090,1091,4.51085950651685,RL,4.110873864173311,9.053101595549691,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,Slab,None,None,None,None,0.0,None,0.0,0.0,0.0,Wall,Fa,N,FuseA,6.947937068614969,0.0,0.0,6.947937068614969,0,0.0,2,0,2,1.0986122886681098,TA,6,Typ,0,None,Detchd,1987.0,Unf,2,400,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,None,None,0.0,6,2009,WD,Normal,11.439289689006644
1091,1092,5.081404364984463,FV,3.2188758248682006,7.6783263565068856,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,5.3612921657094255,Gd,TA,PConc,Gd,TA,No,BLQ,6.236369590203704,Unf,0.0,4.51085950651685,6.398594934535208,GasA,Ex,Y,SBrkr,6.437751649736401,6.444131256700441,0.0,7.133295954896068,1,0.0,2,1,2,0.6931471805599453,Gd,4,Typ,0,None,Detchd,1999.0,Unf,2,462,TA,TA,Y,0.0,3.8918202981106265,0.0,0.0,0.0,None,None,0.0,3,2008,WD,Normal,11.982935344196433
1092,1093,3.9318256327243257,RL,4.110873864173311,9.036106025364846,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,6.049733455231958,Unf,0.0,6.63200177739563,7.074963197966044,GasA,Fa,Y,SBrkr,7.237778191923443,5.720311776607412,0.0,7.43543801981455,0,0.0,2,0,4,0.6931471805599453,TA,7,Typ,1,Gd,Detchd,1925.0,Unf,2,576,TA,TA,Y,5.8377304471659395,0.0,4.859812404361672,0.0,0.0,None,None,0.0,6,2008,WD,Normal,11.824087219587643
1093,1094,3.044522437723423,RL,4.276666119016055,9.130322663990151,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,5.117993812416755,TA,TA,CBlock,TA,TA,Mn,GLQ,6.495265555937008,Unf,0.0,5.318119993844216,6.762729506931879,GasA,Gd,Y,SBrkr,7.0909098220799835,0.0,0.0,7.0909098220799835,1,0.0,1,1,1,0.6931471805599453,Gd,6,Typ,0,None,Detchd,1977.0,Unf,2,884,TA,TA,Y,0.0,4.174387269895637,0.0,0.0,0.0,MnPrv,None,0.0,10,2006,WD,Normal,11.891368749982085
1094,1095,3.044522437723423,RL,4.31748811353631,8.677439540558334,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,5.517452896464707,Rec,5.484796933490655,6.1070228877422545,6.842683282238422,GasA,Ex,Y,SBrkr,6.842683282238422,0.0,0.0,6.842683282238422,1,0.0,1,0,2,0.6931471805599453,TA,4,Typ,0,None,Attchd,1956.0,Fin,1,308,TA,TA,Y,0.0,0.0,4.394449154672439,0.0,5.081404364984463,None,None,0.0,5,2010,WD,Normal,11.767575435251748
1095,1096,3.044522437723423,RL,4.3694478524670215,9.139703292376742,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,3.2188758248682006,Unf,0.0,7.1631723908466425,7.181591944611865,GasA,Gd,Y,SBrkr,7.181591944611865,0.0,0.0,7.181591944611865,0,0.0,2,0,3,0.6931471805599453,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2,440,TA,TA,Y,0.0,3.1354942159291497,0.0,0.0,0.0,None,None,0.0,3,2007,WD,Normal,12.080696479888447
1096,1097,4.2626798770413155,RM,4.110873864173311,8.836809882398365,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,7,1914,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,6.529418838262226,6.529418838262226,GasA,TA,Y,SBrkr,6.651571873589727,6.368187186350492,0.0,7.212294468500341,0,0.0,1,1,3,0.6931471805599453,Gd,7,Typ,0,None,None,0.0,None,0,0,None,None,Y,4.919980925828125,0.0,4.7535901911063645,0.0,0.0,None,None,0.0,3,2007,WD,Normal,11.751950239425476
1097,1098,4.795790545596741,RL,4.2633832685897595,8.215276958936633,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1986,1986,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,6.980075940561763,6.980075940561763,GasA,Ex,Y,SBrkr,6.9930151229329605,0.0,0.0,6.9930151229329605,0,0.0,1,1,2,0.6931471805599453,Gd,5,Typ,0,None,Attchd,1987.0,RFn,2,461,TA,TA,Y,0.0,4.31748811353631,4.927253685157205,0.0,0.0,None,None,0.0,10,2007,WD,Normal,12.04355959836804
1098,1099,3.9318256327243257,RM,3.9318256327243257,8.699681400989514,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,6.511745329644728,Unf,0.0,0.0,6.511745329644728,GasA,TA,Y,SBrkr,6.630683385642372,6.342121418721152,0.0,7.1891677384203225,0,0.0,1,0,3,0.6931471805599453,TA,6,Typ,0,None,Detchd,1936.0,Unf,1,240,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,None,None,0.0,7,2009,WD,Normal,11.759793355371237
1099,1100,3.044522437723423,RL,4.418840607796598,9.382695764458287,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,5.332718793265369,TA,TA,CBlock,Gd,TA,No,ALQ,6.558197802812269,Unf,0.0,6.342121418721152,7.148345743900068,GasA,TA,Y,SBrkr,7.379008127628304,0.0,0.0,7.379008127628304,0,0.0,2,0,3,0.6931471805599453,TA,7,Typ,1,TA,Attchd,1978.0,RFn,2,478,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,None,None,0.0,4,2009,COD,Abnorml,11.964007453736912
1100,1101,3.4339872044851463,RL,4.110873864173311,9.036106025364846,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,5.673323267171493,Unf,0.0,0.0,5.673323267171493,GasA,TA,N,FuseF,6.0844994130751715,0.0,0.0,6.0844994130751715,0,0.0,1,0,1,0.6931471805599453,Fa,3,Typ,0,None,Detchd,1930.0,Unf,1,246,TA,TA,N,0.0,0.0,0.0,0.0,0.0,None,None,0.0,1,2009,WD,Normal,11.002116507732017
1101,1102,3.044522437723423,RL,4.127134385045092,9.18594521514146,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1971,Gable,CompShg,HdBoard,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,6.023447592961033,LwQ,5.662960480135946,5.529429087511423,6.85751406254539,GasA,TA,Y,SBrkr,6.85751406254539,0.0,0.0,6.85751406254539,0,0.0,1,0,3,0.6931471805599453,TA,5,Typ,0,None,Detchd,1981.0,Unf,1,280,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,None,None,0.0,7,2007,WD,Normal,11.691080018519527
1102,1103,3.044522437723423,RL,4.2626798770413155,8.853808274977197,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,3.828641396489095,TA,TA,CBlock,TA,TA,No,Rec,6.3784261836515865,Unf,0.0,6.0473721790462776,6.918695219020472,GasA,Ex,Y,SBrkr,7.034387929915503,0.0,0.0,7.034387929915503,0,0.0,1,0,2,0.6931471805599453,TA,6,Typ,0,None,Attchd,1960.0,RFn,1,254,TA,TA,Y,0.0,2.833213344056216,0.0,0.0,0.0,MnWw,None,0.0,4,2007,WD,Family,11.813037464800539
1103,1104,3.044522437723423,RL,4.382026634673881,9.09504174761272,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,6.486160788944089,Unf,0.0,0.0,6.486160788944089,GasA,Ex,Y,SBrkr,7.085901464365611,0.0,0.0,7.085901464365611,0,0.6931471805599453,1,0,3,0.6931471805599453,TA,6,Typ,1,Fa,BuiltIn,1954.0,Fin,2,539,TA,TA,Y,0.0,0.0,5.262690188904886,0.0,0.0,None,None,0.0,7,2006,WD,Normal,11.979805470779858
1104,1105,5.081404364984463,RM,3.2188758248682006,7.6093665379542115,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.720311776607412,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.447305862541213,6.447305862541213,GasA,TA,Y,SBrkr,6.447305862541213,6.511745329644728,0.0,7.172424577124845,0,0.0,2,1,3,0.6931471805599453,TA,6,Typ,0,None,Detchd,1970.0,Unf,2,440,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,None,None,0.0,4,2007,WD,Normal,11.571203807011969
1105,1106,4.110873864173311,RL,4.59511985013459,9.413852481341165,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.8944028342648505,Gd,TA,PConc,Ex,TA,Av,GLQ,6.940222469119639,Unf,0.0,6.068425588244111,7.288927694521257,GasA,Ex,Y,SBrkr,7.313886831633462,7.023758954738443,0.0,7.872073979866873,1,0.0,2,1,3,0.6931471805599453,Gd,9,Typ,2,TA,Attchd,1994.0,RFn,2,712,TA,TA,Y,5.231108616854587,3.4965075614664802,0.0,0.0,0.0,None,None,0.0,4,2010,WD,Normal,12.691583538230217
1106,1107,3.044522437723423,RL,4.74493212836325,9.245514446983837,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,7,5,1990,1991,Hip,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,6.6052979209482015,Unf,0.0,5.153291594497779,6.814542897259958,GasA,Gd,Y,SBrkr,7.274479558773871,0.0,0.0,7.274479558773871,1,0.0,2,0,3,0.6931471805599453,Gd,6,Typ,1,TA,Attchd,1990.0,Fin,2,719,TA,TA,Y,0.0,5.501258210544727,0.0,0.0,0.0,None,None,0.0,5,2007,WD,Normal,12.100161978566867
1107,1108,4.110873864173311,RL,5.1298987149230735,10.05440443785299,Pave,None,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0.0,6.767343125265392,6.767343125265392,GasA,Ex,Y,SBrkr,6.78897174299217,7.034387929915503,0.0,7.611842399580417,0,0.0,2,1,3,0.6931471805599453,Gd,9,Typ,1,Gd,BuiltIn,2006.0,RFn,2,422,TA,TA,Y,0.0,4.61512051684126,0.0,0.0,0.0,None,None,0.0,9,2006,New,Partial,12.52352951631214
1108,1109,4.110873864173311,RL,4.2633832685897595,8.99516499031115,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.829793737512425,6.829793737512425,GasA,Ex,Y,SBrkr,6.855408798609928,6.610696044717759,0.0,7.43307534889858,0,0.0,2,1,3,0.6931471805599453,TA,7,Typ,1,TA,Attchd,2000.0,RFn,2,463,TA,TA,Y,4.61512051684126,3.8918202981106265,0.0,0.0,0.0,None,None,0.0,11,2007,WD,Abnorml,12.10625783509458
1109,1110,3.044522437723423,RL,4.68213122712422,9.338117741918008,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,Stone,3.7612001156935624,Gd,TA,PConc,Ex,TA,Mn,GLQ,6.946975992135418,Unf,0.0,6.682108597449809,7.515889085215125,GasA,Ex,Y,SBrkr,7.515889085215125,0.0,0.0,7.515889085215125,1,0.0,2,0,3,0.6931471805599453,Gd,7,Typ,1,Gd,Attchd,2004.0,Fin,3,862,TA,TA,Y,4.836281906951478,5.225746673713202,0.0,0.0,0.0,None,None,0.0,3,2009,WD,Normal,12.54254845357358
1110,1111,4.110873864173311,RL,4.2633832685897595,8.987321812850125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,5.393627546352362,Unf,0.0,6.318968113746434,6.651571873589727,GasA,Gd,Y,SBrkr,6.651571873589727,6.786716950605081,0.0,7.413970290190444,1,0.0,2,1,3,0.6931471805599453,TA,8,Typ,1,TA,Attchd,1995.0,Fin,2,431,TA,TA,Y,5.41610040220442,4.442651256490317,0.0,0.0,0.0,None,None,0.0,6,2008,WD,Normal,12.144202560946876
1111,1112,4.110873864173311,RL,4.394449154672439,9.257319373170178,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1976,1976,Hip,CompShg,Plywood,Plywood,BrkFace,6.493753839851686,TA,TA,CBlock,TA,TA,No,ALQ,6.0014148779611505,Unf,0.0,5.993961427306569,6.6895992691789665,GasA,TA,Y,SBrkr,7.002155954403621,6.7650389767805414,0.0,7.583247524303362,0,0.0,2,1,4,0.6931471805599453,TA,8,Typ,1,Gd,Attchd,1976.0,RFn,2,483,TA,TA,Y,0.0,4.248495242049359,0.0,0.0,0.0,None,None,0.0,9,2008,WD,Normal,12.230770136157428
1112,1113,3.044522437723423,RL,4.30406509320417,8.867990898182093,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,1957,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,6.5638555265321274,Unf,0.0,4.6913478822291435,6.705639094860003,GasA,TA,Y,FuseA,6.705639094860003,0.0,0.0,6.705639094860003,1,0.0,1,0,2,0.6931471805599453,TA,5,Typ,0,None,Detchd,1957.0,Unf,1,308,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,None,None,0.0,7,2006,WD,Normal,11.774527900858468
1113,1114,3.044522437723423,RL,4.204692619390966,9.096499555552423,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,6.467698726104354,Unf,0.0,5.902633333401366,6.9167150203536085,GasA,Gd,Y,SBrkr,6.9167150203536085,0.0,0.0,6.9167150203536085,1,0.0,1,0,2,0.6931471805599453,Gd,6,Typ,0,None,Attchd,1953.0,Unf,1,240,TA,TA,Y,0.0,2.9444389791664403,0.0,0.0,0.0,None,None,0.0,5,2007,WD,Normal,11.80932691294063
1114,1115,3.044522437723423,RL,4.51085950651685,8.594339400592892,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,6.030685260261263,Unf,0.0,6.037870919922137,6.726233402358747,GasA,Ex,Y,SBrkr,6.726233402358747,0.0,0.0,6.726233402358747,0,0.0,1,0,2,0.6931471805599453,Gd,4,Typ,0,None,Detchd,1955.0,Unf,1,326,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,MnPrv,None,0.0,8,2006,WD,Normal,11.669937760751914
1115,1116,3.044522437723423,RL,4.543294782270004,9.399803036921504,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,5.796057750765372,Gd,TA,PConc,Ex,TA,No,GLQ,6.912742820493176,Unf,0.0,6.594413459749778,7.45876269238096,GasA,Ex,Y,SBrkr,7.45876269238096,0.0,0.0,7.45876269238096,1,0.0,2,0,3,0.6931471805599453,Ex,7,Typ,1,Gd,Attchd,2007.0,RFn,3,928,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,None,None,0.0,11,2007,New,Partial,12.669809806411457
1116,1117,4.394449154672439,RL,4.2633832685897595,8.955577146281511,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,5.869296913133774,Unf,0.0,4.02535169073515,6.013715156042802,GasA,Ex,Y,SBrkr,6.659293919683638,6.46302945692067,0.0,7.258412150595307,1,0.0,2,1,3,0.6931471805599453,Gd,7,Typ,1,TA,BuiltIn,2002.0,Fin,2,527,TA,TA,Y,4.795790545596741,0.0,0.0,0.0,0.0,None,None,0.0,3,2009,WD,Normal,12.123239799036943
1117,1118,3.044522437723423,RL,4.060443010546419,9.186559843310778,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1967,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,6.555356891810665,Unf,0.0,5.262690188904886,6.796823718274855,GasA,Ex,Y,SBrkr,6.796823718274855,0.0,0.0,6.796823718274855,1,0.0,1,0,3,0.6931471805599453,Gd,5,Typ,0,None,Attchd,1967.0,RFn,2,450,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,None,None,0.0,5,2008,WD,Normal,11.775297421715827
